WELL,DEPTH_MD,RDEP,RHOB,GR,NPHI,PEF,DTC,FORCE_2020_LITHOFACIES_LITHOLOGY
16/10-1,1490.0397898,0.8455591202,2.0570011139,90.228637695,0.4084897637,4.5039415359,144.61729431,65000
16/10-1,1490.1917898,0.8294638991,2.0357728004,95.50037384,0.4320221841,5.2757177353,148.27342224,65000
16/10-1,1490.3437898,0.7984488606,2.0129976273,99.740264893,0.4805545211,4.7753186226,150.00776672,65000
16/10-1,1490.4957898,0.7784791589,2.0055239201,101.25359344,0.5338979959,4.5054340363,150.45896912,65000
16/10-1,1490.6477898,0.770934701,2.0141305923,100.77410889,0.5543632507,4.4179382324,148.83346558,65000
16/10-1,1490.7997898,0.7662612796,2.0313704014,95.120315552,0.504606843,4.5263109207,147.46170044,65000
16/10-1,1490.9517898,0.7703018785,2.0350797176,88.222465515,0.4685003161,4.5928635597,146.21498108,65000
16/10-1,1491.1037898,0.7883881927,2.0368509293,84.306877136,0.4650986791,4.4049086571,144.76191711,65000
16/10-1,1491.2557898,0.8051616549,2.0436162949,86.319984436,0.4366266727,4.7007169724,143.88291931,65000
16/10-1,1491.4077898,0.8139874935,2.05590868,89.66733551,0.4191632271,4.6036305428,143.54496765,65000
16/10-1,1491.5597898,0.8152182698,2.0601797104,87.546348572,0.3955321312,4.508928299,144.11314392,65000
16/10-1,1491.7117898,0.8110440969,2.0633704662,85.54334259,0.4352115095,4.5279622078,145.67607117,65000
16/10-1,1491.8637898,0.8063648343,2.0595340729,86.791870117,0.4538258314,4.5923027992,146.40612793,65000
16/10-1,1492.0157898,0.799751997,2.052185297,92.430526733,0.4705342948,4.8047537804,147.51205444,65000
16/10-1,1492.1677898,0.7989646792,2.0426332951,98.680152893,0.4692406356,4.9303650856,145.73245239,65000
16/10-1,1492.3197898,0.8073034883,2.0305662155,101.29776764,0.487965256,4.7167301178,146.65768433,65000
16/10-1,1492.4717898,0.8201183677,2.0256958008,103.12882996,0.5020156503,4.6695804596,146.29844666,65000
16/10-1,1492.6237898,0.8343847394,2.0386023521,101.33061218,0.5030216575,4.6375365257,145.42575073,65000
16/10-1,1492.7757898,0.8513105512,2.0638120174,98.379570007,0.5002322197,5.0831561089,143.45782471,65000
16/10-1,1492.9277898,0.8585507274,2.0851931572,94.055023193,0.4757910073,4.9356265068,137.64120483,65000
16/10-1,1493.0797898,0.8432767391,2.1164441109,94.46787262,0.4606574476,5.3308062553,128.93074036,65000
16/10-1,1493.2317898,0.8235456347,2.1524586678,90.927955627,0.4392185807,5.6964769363,129.76026917,65000
16/10-1,1493.3837898,0.8181422949,2.1360678673,89.316841125,0.4326850772,6.3911471367,134.23361206,65000
16/10-1,1493.5357898,0.8177217245,2.087364912,88.48828125,0.4040272534,5.8617506027,142.88812256,65000
16/10-1,1493.6877898,0.8214476109,2.0303385258,92.71622467,0.400806427,5.5947637558,152.61253357,65000
16/10-1,1493.8397898,0.8284118176,2.0219562054,95.595283508,0.4257472157,5.1152477264,153.58277893,65000
16/10-1,1493.9917898,0.8049759269,2.0266895294,93.506797791,0.4612686038,5.0237965584,152.28059387,65000
16/10-1,1494.1437898,0.7792358398,2.0378978252,90.407546997,0.4637285471,4.7030854225,149.68130493,65000
16/10-1,1494.2957898,0.7713356614,2.0469839573,88.360771179,0.4378952384,4.6506381035,147.26687622,65000
16/10-1,1494.4477898,0.776124239,2.0442733765,89.369911194,0.413743794,4.7810130119,145.40661621,65000
16/10-1,1494.5997898,0.7846832871,2.0324223042,94.695785522,0.4230548441,4.8164000511,143.85246277,65000
16/10-1,1494.7517898,0.7986100316,2.016323328,95.979232788,0.4094420373,4.759829998,144.07180786,65000
16/10-1,1494.9037898,0.8057177067,2.0105531216,96.028335571,0.4208885729,5.2526936531,143.87011719,65000
16/10-1,1495.0557898,0.8039982319,2.0116660595,92.982818604,0.4206207395,6.0854659081,143.93928528,65000
16/10-1,1495.2077898,0.793368578,2.0187630653,93.463470459,0.4662501812,6.5955181122,144.56588745,65000
16/10-1,1495.3597898,0.7817784548,2.021125555,91.478355408,0.5169650912,6.5269589424,145.31391907,65000
16/10-1,1495.5117898,0.7774269581,2.0181288719,89.167396545,0.5211093426,6.3526659012,147.18586731,65000
16/10-1,1495.6637898,0.784142077,2.0103805065,85.236106873,0.4980683029,6.4728808403,148.3099823,65000
16/10-1,1495.8157898,0.795525074,2.0040092468,82.916252136,0.4495984614,5.9140725136,147.38395691,65000
16/10-1,1495.9677898,0.817206502,2.0043792725,85.690811157,0.4343363047,5.8015584946,145.88789368,65000
16/10-1,1496.1197898,0.8460010886,2.0174796581,87.372688293,0.4396860301,6.205288887,144.57652283,65000
16/10-1,1496.2717898,0.8671476245,2.0533263683,86.167236328,0.4419943988,7.825507164,138.54481506,65000
16/10-1,1496.4237898,0.8752724528,2.0975911617,75.855377197,0.4396073222,8.8980302811,132.64897156,65000
16/10-1,1496.5757898,0.8797149658,2.1253826618,70.836235046,0.4340237379,8.7682285309,131.98091125,65000
16/10-1,1496.7277898,0.8838840723,2.1122765541,75.44908905,0.4309899211,7.9115996361,134.43484497,65000
16/10-1,1496.8797898,0.8806478977,2.0817711353,85.358932495,0.4492140412,6.9989218712,139.78533936,65000
16/10-1,1497.0317898,0.8745167851,2.0573534966,93.613487244,0.4213021994,6.5403122902,145.83818054,65000
16/10-1,1497.1837898,0.8635806441,2.0452055931,102.21955109,0.401489675,6.5245738029,146.23928833,65000
16/10-1,1497.3357898,0.8330832124,2.03454566,104.07963562,0.3745954633,6.5900626183,143.77610779,65000
16/10-1,1497.4877898,0.8052696586,2.0228636265,107.3974762,0.3695042133,6.9881806374,142.82121277,65000
16/10-1,1497.6397898,0.7914178371,2.0153677464,99.465759277,0.4245212674,7.7223110199,143.46252441,65000
16/10-1,1497.7917898,0.7856194973,2.008235693,96.720176697,0.4874430895,7.7822918892,144.4598999,65000
16/10-1,1497.9437898,0.7866628766,2.0046565533,95.792327881,0.5294331908,6.6693558693,146.69502258,65000
16/10-1,1498.0957898,0.8054195642,2.0055792332,98.542488098,0.5030338764,5.9410047531,148.02848816,65000
16/10-1,1498.2477898,0.824059248,2.0125164986,98.024902344,0.4561576247,5.9316039085,147.72348022,65000
16/10-1,1498.3997898,0.8313863873,2.0167379379,98.26361084,0.4615337849,6.0433068275,146.97544861,65000
16/10-1,1498.5517898,0.8294352889,2.0177483559,95.934112549,0.4760776758,5.6402454376,145.35643005,65000
16/10-1,1498.7037898,0.8199141622,2.0210909843,94.131149292,0.475084573,5.2958731651,143.36167908,65000
16/10-1,1498.8557898,0.8042038083,2.032453537,90.092079163,0.4655202031,5.6561121941,141.8855896,65000
16/10-1,1499.0077898,0.7940499783,2.0309798717,88.344825745,0.4750796556,6.6199679375,142.18890381,65000
16/10-1,1499.1597898,0.800542295,2.0138962269,86.440055847,0.4953352511,8.8935241699,143.35784912,65000
16/10-1,1499.3117898,0.8099691272,1.9908926487,83.050628662,0.5020367503,10.814956665,145.45915222,65000
16/10-1,1499.4637898,0.8163807988,1.9873850346,82.769203186,0.499104321,11.711922646,145.73922729,65000
16/10-1,1499.6157898,0.8133838773,2.0028665066,87.959106445,0.5065860748,10.1307621,144.82159424,65000
16/10-1,1499.7677898,0.8062362075,2.0195679665,93.934829712,0.5230945945,8.872004509,144.16210938,65000
16/10-1,1499.9197898,0.8045057058,2.0258460045,96.854888916,0.5173568726,7.3860263824,143.32684326,65000
16/10-1,1500.0717898,0.8027223349,2.0197308064,97.869552612,0.4921296239,6.4421892166,142.83236694,65000
16/10-1,1500.2237898,0.8052387834,2.0185365677,95.351158142,0.4549908638,6.2251548767,142.58302307,65000
16/10-1,1500.3757898,0.8161757588,2.0234563351,93.708198547,0.4697580934,7.1022868156,142.3336792,65000
16/10-1,1500.5277898,0.8189453483,2.0305001736,94.93334198,0.4880080819,8.2135095596,142.91265869,65000
16/10-1,1500.6797898,0.8208363056,2.0318467617,97.192840576,0.5024004579,8.8717708588,143.91003418,65000
16/10-1,1500.8317898,0.8259795904,2.0210154057,92.212860107,0.462082386,9.4858789444,144.90740967,65000
16/10-1,1500.9837898,0.8225348592,2.0082411766,86.371398926,0.4180059135,10.793012619,145.57739258,65000
16/10-1,1501.1357898,0.8018419147,2.0053427219,86.433998108,0.3993878961,9.8716173172,145.91304016,65000
16/10-1,1501.2877898,0.785804987,2.0073289871,93.337234497,0.4356586337,7.9997992516,145.83761597,65000
16/10-1,1501.4397898,0.7768675089,2.0128858089,95.54863739,0.4684649706,6.7836999893,145.58827209,65000
16/10-1,1501.5917898,0.7688109279,2.0196228027,93.28742981,0.4790381193,6.7999134064,144.53356934,65000
16/10-1,1501.7437898,0.7690145969,2.0286989212,92.165496826,0.4581883848,7.6917796135,144.16041565,65000
16/10-1,1501.8957898,0.7864162326,2.0344805717,92.496566772,0.4504665136,8.1480112076,143.45120239,65000
16/10-1,1502.0477898,0.8101848364,2.040307045,89.076278687,0.4590977132,8.2919359207,141.09074402,65000
16/10-1,1502.1997898,0.82554245,2.0481317043,80.747581482,0.4501990676,8.1535396576,136.98948669,65000
16/10-1,1502.3517898,0.8284276128,2.0576603413,75.151939392,0.4197975099,8.182059288,132.25195313,65000
16/10-1,1502.5037898,0.8235279322,2.0620026588,75.790740967,0.3959853053,8.2852735519,129.87145996,65000
16/10-1,1502.6557898,0.8150578737,2.0609240532,81.663398743,0.4072008133,8.0890321732,130.28239441,65000
16/10-1,1502.8077898,0.8089460135,2.0559263229,88.762527466,0.4210506976,7.718911171,133.08734131,65000
16/10-1,1502.9597898,0.8066558242,2.0544543266,92.721046448,0.426859051,7.2793927193,137.60334778,65000
16/10-1,1503.1117898,0.8013826013,2.0584969521,93.970985413,0.4211945534,6.4883770943,139.809021,65000
16/10-1,1503.2637898,0.7896619439,2.0468158722,88.786773682,0.4248534739,6.4531731606,141.38468933,65000
16/10-1,1503.4157898,0.7800955176,2.0350756645,86.150718689,0.4496810138,6.44298172,142.40319824,65000
16/10-1,1503.5677898,0.7692033648,2.0301105976,89.596405029,0.4546184838,6.4223456383,143.41525269,65000
16/10-1,1503.7197898,0.7614100575,2.045204401,94.344772339,0.455547899,6.0490803719,144.30377197,65000
16/10-1,1503.8717898,0.7588928938,2.0529344082,96.063316345,0.4305358231,5.9090299606,144.34877014,65000
16/10-1,1504.0237898,0.7562532425,2.0484523773,91.291091919,0.4196258783,6.1842727661,144.40057373,65000
16/10-1,1504.1757898,0.7544803619,2.046959877,89.764549255,0.4331918359,5.9728398323,144.94975281,65000
16/10-1,1504.3277898,0.7582573891,2.0492076874,90.339279175,0.443036437,5.6069669724,145.39926147,65000
16/10-1,1504.4797898,0.7630793452,2.0515317917,91.056472778,0.433186233,5.4334974289,146.09442139,65000
16/10-1,1504.6317898,0.7697040439,2.0469551086,89.679878235,0.417876631,5.664850235,146.35205078,65000
16/10-1,1504.7837898,0.7773626447,2.0417513847,91.494987488,0.4128878713,6.0066928864,147.28105164,65000
16/10-1,1504.9357898,0.7835991383,2.0372593403,95.694465637,0.4160577655,5.9627628326,147.85336304,65000
16/10-1,1505.0877898,0.788158834,2.0426599979,98.304359436,0.4194335639,5.4738941193,146.43617249,65000
16/10-1,1505.2397898,0.7927804589,2.0537214279,95.469696045,0.42329669,5.1174693108,144.48272705,65000
16/10-1,1505.3917898,0.7986445427,2.0682287216,89.211372375,0.4446325302,5.219066143,142.73731995,65000
16/10-1,1505.5437898,0.8019911051,2.0738267899,83.607330322,0.4658139646,5.5136685371,141.4239502,65000
16/10-1,1505.6957898,0.7986023426,2.0690901279,80.821113586,0.4579593837,6.2896018028,141.57342529,65000
16/10-1,1505.8477898,0.7893664837,2.0651023388,80.903533936,0.4406252801,6.9746451378,141.8572998,65000
16/10-1,1505.9997898,0.7714252472,2.0582778454,85.779495239,0.4292644262,7.3597493172,141.60795593,65000
16/10-1,1506.1517898,0.7465332747,2.0429205894,91.083953857,0.4379013181,7.2678647041,142.34832764,65000
16/10-1,1506.3037898,0.7296430469,2.018029213,93.180969238,0.443005681,7.3483533859,143.70365906,65000
16/10-1,1506.4557898,0.7237201333,2.0014922619,89.379188538,0.4608704746,7.8942103386,145.51068115,65000
16/10-1,1506.6077898,0.7233473659,2.000729084,82.703781128,0.5041468143,7.4295554161,149.70663452,65000
16/10-1,1506.7597898,0.7320868969,2.0119290352,77.354064941,0.5252218246,6.1221804619,153.36010742,65000
16/10-1,1506.9117898,0.7412045002,2.0281102657,77.233291626,0.5249584317,5.2981863022,151.21165466,65000
16/10-1,1507.0637898,0.7307104468,2.0415821075,80.004257202,0.481367588,5.5668354034,142.28982544,65000
16/10-1,1507.2157898,0.7143416405,2.052093029,83.994743347,0.4557394683,6.2235245705,136.72640991,65000
16/10-1,1507.3677898,0.7150033712,2.0542240143,86.402770996,0.4374063313,6.5740242004,136.77227783,65000
16/10-1,1507.5197898,0.7247383595,2.0437319279,87.285652161,0.4290691018,6.6126132011,140.65802002,65000
16/10-1,1507.6717898,0.7398892641,2.0195808411,89.423851013,0.455516696,6.6552062035,145.77238464,65000
16/10-1,1507.8237898,0.7600898743,2.0002110004,91.540588379,0.4913281798,6.4996027946,152.86679077,65000
16/10-1,1507.9757898,0.7625076771,1.9978749752,95.450279236,0.5000842214,6.1300077438,156.03135681,65000
16/10-1,1508.1277898,0.7518322468,2.0063984394,98.539337158,0.4700700641,5.905482769,153.15571594,65000
16/10-1,1508.2797898,0.745421946,2.0231275558,98.627784729,0.4370277226,5.7471137047,148.70936584,65000
16/10-1,1508.4317898,0.7447197437,2.040902853,96.539657593,0.4287107885,5.7337727547,143.10600281,65000
16/10-1,1508.5837898,0.7526962757,2.0528514385,93.549034119,0.4449568391,5.9709043503,138.40577698,65000
16/10-1,1508.7357898,0.7682732344,2.0522632599,92.065750122,0.4609694183,6.2976226807,133.89533997,65000
16/10-1,1508.8877898,0.7848711014,2.0383718014,91.962844849,0.4683784544,6.5059027672,131.75915527,65000
16/10-1,1509.0397898,0.797609508,2.0312516689,90.3462677,0.4585475624,6.451854229,133.03135681,65000
16/10-1,1509.1917898,0.8019312024,2.0344889164,87.311981201,0.4400734007,6.5018744469,136.82180786,65000
16/10-1,1509.3437898,0.7995173931,2.0421695709,84.588943481,0.4275403619,6.6265835762,141.28651428,65000
16/10-1,1509.4957898,0.7995244265,2.0494198799,83.358222961,0.4221507609,6.5737009048,144.90428162,65000
16/10-1,1509.6477898,0.8017564416,2.0508515835,86.150375366,0.4295724034,6.2785773277,146.623703,65000
16/10-1,1509.7997898,0.8045598865,2.0527079105,87.768920898,0.4566913247,5.6484413147,144.99232483,65000
16/10-1,1509.9517898,0.8099477291,2.0516519547,88.128990173,0.4758503735,5.1738138199,142.62512207,65000
16/10-1,1510.1037898,0.8113611341,2.0479059219,88.250915527,0.4893648922,5.161605835,145.47981262,65000
16/10-1,1510.2557898,0.8035184741,2.0507063866,88.667991638,0.4970252812,5.5321598053,149.00265503,65000
16/10-1,1510.4077898,0.7961216569,2.0537641048,89.091751099,0.4847440422,6.1393384933,148.25793457,65000
16/10-1,1510.5597898,0.7911811471,2.0550518036,87.726646423,0.4619328678,6.7269611359,146.89349365,65000
16/10-1,1510.7117898,0.7815150023,2.0427091122,85.637657166,0.4307249784,7.6159009933,145.7565918,65000
16/10-1,1510.8637898,0.7731232643,2.0116274357,84.469276428,0.4227432311,9.1396560669,145.86314392,65000
16/10-1,1511.0157898,0.7670478225,1.9859524965,86.202964783,0.4256921113,10.021133423,146.97233582,65000
16/10-1,1511.1677898,0.7549627423,1.9795054197,88.466567993,0.4211302102,9.2207431793,147.63026428,65000
16/10-1,1511.3197898,0.7389212251,1.9900408983,90.388381958,0.4347672164,7.9872484207,147.73815918,65000
16/10-1,1511.4717898,0.7264966369,2.0032923222,89.040992737,0.473279655,7.7017011642,147.82237244,65000
16/10-1,1511.6237898,0.7248959541,2.0134022236,87.755912781,0.4929440022,8.0173721313,147.448349,65000
16/10-1,1511.7757898,0.7357629538,2.02323699,88.567993164,0.4818310738,7.7468628883,146.0789032,65000
16/10-1,1511.9277898,0.7552590966,2.0347466469,88.139762878,0.4674082696,7.2406535149,143.70191956,65000
16/10-1,1512.0797898,0.7827409506,2.048081398,86.209892273,0.4595605433,6.8665943146,140.87884521,65000
16/10-1,1512.2317898,0.8050687313,2.0819344521,84.361671448,0.4576056898,6.7734332085,135.66091919,70000
16/10-1,1512.3837898,0.8089920282,2.1530411243,82.380325317,0.440615803,7.1747703552,130.26170349,70000
16/10-1,1512.5357898,0.801532805,2.2421875,81.936767578,0.4372355938,7.1813855171,129.86593628,70000
16/10-1,1512.6877898,0.7942650318,2.266053915,83.26247406,0.4484146535,7.0319514275,133.08441162,70000
16/10-1,1512.8397898,0.7890124321,2.191868782,87.325035095,0.4500674009,7.1006188393,139.72567749,65000
16/10-1,1512.9917898,0.7866278887,2.1005511284,92.971107483,0.4403374195,7.3466248512,148.5202179,65000
16/10-1,1513.1437898,0.780924499,2.043459177,95.849060059,0.4157582223,7.2733178139,152.69480896,65000
16/10-1,1513.2957898,0.7587313652,2.021627903,95.578399658,0.406671524,6.9772906303,152.91835022,65000
16/10-1,1513.4477898,0.7325690985,2.0100879669,91.090736389,0.4262496531,6.6084899902,152.7197876,65000
16/10-1,1513.5997898,0.718282342,2.008947134,90.080245972,0.4502671659,6.3598918915,152.18074036,65000
16/10-1,1513.7517898,0.7138149738,2.0199787617,89.431388855,0.4562082887,6.1705679893,150.31065369,65000
16/10-1,1513.9037898,0.7171456814,2.036482811,87.716049194,0.4589014947,6.3765439987,147.73907471,65000
16/10-1,1514.0557898,0.730602324,2.0488879681,85.921859741,0.459158957,6.9229230881,143.71192932,65000
16/10-1,1514.2077898,0.7473586798,2.0538699627,87.512069702,0.4600526392,6.8488631248,139.29423523,65000
16/10-1,1514.3597898,0.7649174929,2.0454251766,91.400253296,0.4489830136,6.6222510338,136.4702301,65000
16/10-1,1514.5117898,0.7804971337,2.0393176079,90.612167358,0.4495084882,6.1288480759,135.96060181,65000
16/10-1,1514.6637898,0.7918243408,2.0388555527,88.383056641,0.4456711411,5.6155509949,137.08714294,65000
16/10-1,1514.8157898,0.8053802848,2.0469098091,87.794654846,0.4303514063,5.1773400307,140.22573853,65000
16/10-1,1514.9677898,0.8228774667,2.0500934124,88.649711609,0.4129931331,5.1622629166,144.34329224,65000
16/10-1,1515.1197898,0.8367943168,2.0456571579,85.780273438,0.3977841437,5.3616085052,146.86604309,65000
16/10-1,1515.2717898,0.8443188667,2.0377442837,81.801628113,0.3990960121,5.3412384987,149.17825317,65000
16/10-1,1515.4237898,0.8491619229,2.0323088169,78.433013916,0.4048310816,5.4199595451,151.85816956,65000
16/10-1,1515.5757898,0.8437298536,2.0310738087,79.101966858,0.4184402227,5.7069497108,152.95141602,65000
16/10-1,1515.7277898,0.8291018605,2.0358598232,83.18296051,0.4307764173,6.4985723495,153.14994812,65000
16/10-1,1515.8797898,0.8186875582,2.0282018185,88.979469299,0.4411346316,7.343764782,153.04969788,65000
16/10-1,1516.0317898,0.8137645125,2.0096652508,94.39239502,0.4361600578,8.4101428986,153.17436218,65000
16/10-1,1516.1837898,0.8068007827,2.0023214817,95.684143066,0.4307968616,8.8483982086,153.05383301,65000
16/10-1,1516.3357898,0.8019483089,2.0058977604,94.183738708,0.4045382738,8.0732059479,151.48348999,65000
16/10-1,1516.4877898,0.7943277359,2.015450716,90.768173218,0.3968876302,7.1154580116,148.04847717,65000
16/10-1,1516.6397898,0.7818391323,2.017752409,87.977561951,0.4004906416,6.2305188179,145.55776978,65000
16/10-1,1516.7917898,0.7769078016,2.0133111477,88.330688477,0.4285537302,6.194961071,144.19998169,65000
16/10-1,1516.9437898,0.7849726677,2.0163571835,88.533943176,0.4355068803,6.650894165,143.25839233,65000
16/10-1,1517.0957898,0.7950239182,2.0182769299,89.481575012,0.4320991337,7.6470723152,143.84100342,65000
16/10-1,1517.2477898,0.8083076477,2.0191385746,89.274681091,0.428426832,8.7335624695,143.40440369,65000
16/10-1,1517.3997898,0.8237749934,2.0144731998,92.616157532,0.4252874851,9.646944046,144.22151184,65000
16/10-1,1517.5517898,0.8334447742,2.0094711781,95.359802246,0.4163776338,9.7502994537,143.65782166,65000
16/10-1,1517.7037898,0.8370803595,2.0145909786,98.817741394,0.403960675,8.5891304016,143.59152222,65000
16/10-1,1517.8557898,0.8368456364,2.0228602886,99.210144043,0.423312366,8.4261827469,143.65913391,65000
16/10-1,1518.0077898,0.8342823982,2.0321245193,100.00467682,0.4443800151,8.7591896057,143.40979004,65000
16/10-1,1518.1597898,0.8252109885,2.0325880051,95.23626709,0.4708978236,9.678861618,142.98135376,65000
16/10-1,1518.3117898,0.8154797554,2.0365355015,88.884735107,0.4684339762,9.8954906464,142.41110229,65000
16/10-1,1518.4637898,0.8071775436,2.0345504284,87.822265625,0.4596633017,10.115316391,142.69119263,65000
16/10-1,1518.6157898,0.7965641022,2.02673316,91.680496216,0.4431553185,10.141155243,144.02549744,65000
16/10-1,1518.7677898,0.7876591086,2.0137355328,96.601547241,0.4326303899,9.5472717285,145.52156067,65000
16/10-1,1518.9197898,0.7812771201,1.9963871241,92.351272583,0.4239368737,9.7271137238,146.67254639,65000
16/10-1,1519.0717898,0.7734661698,1.9832773209,87.538383484,0.4014568329,10.222184181,147.08561707,65000
16/10-1,1519.2237898,0.7611311674,1.9890053272,83.729675293,0.3921899498,9.6337432861,147.16503906,65000
16/10-1,1519.3757898,0.7550364137,2.0089666843,85.813217163,0.4142858386,8.9971542358,146.66279602,65000
16/10-1,1519.5277898,0.7572429776,2.0369434357,83.687606812,0.4445173442,7.8598833084,145.58177185,65000
16/10-1,1519.6797898,0.7615309954,2.0538628101,83.035644531,0.441924572,7.1288981438,144.00309753,65000
16/10-1,1519.8317898,0.767719388,2.0597999096,80.151473999,0.4464186132,6.187400341,142.41766357,65000
16/10-1,1519.9837898,0.7812829614,2.0678372383,80.942237854,0.4599394202,5.6133313179,140.94317627,65000
16/10-1,1520.1357898,0.7925720215,2.0794064999,83.526695251,0.5029572845,5.604206562,138.08796692,65000
16/10-1,1520.2877898,0.7954015136,2.1004395485,85.402862549,0.5128897429,5.3164000511,137.66963196,65000
16/10-1,1520.4397898,0.7912722826,2.1134870052,89.797012329,0.4939574897,5.251645565,137.02175903,65000
16/10-1,1520.5917898,0.7863163948,2.1240077019,91.741043091,0.4684618413,5.1997509003,136.4743042,65000
16/10-1,1520.7437898,0.772495389,2.1184570789,93.667678833,0.4495615959,5.4749107361,137.97036743,65000
16/10-1,1520.8957898,0.7616930008,2.1085438728,93.514198303,0.4752139449,5.5951118469,139.85513306,65000
16/10-1,1521.0477898,0.7512828708,2.0923206806,92.862510681,0.4837404191,5.6744689941,142.7520752,65000
16/10-1,1521.1997898,0.7388263345,2.0751183033,93.584014893,0.4584746361,6.3700690269,145.45855713,65000
16/10-1,1521.3517898,0.7292659879,2.0654017925,92.032577515,0.4097534418,6.8020167351,146.34846497,65000
16/10-1,1521.5037898,0.7171171904,2.0553677082,92.791954041,0.3918301463,6.7719459534,145.73710632,65000
16/10-1,1521.6557898,0.7066227198,2.0513050556,91.242050171,0.3975052238,6.0574393272,144.86439514,65000
16/10-1,1521.8077898,0.7022690177,2.0434551239,91.95124054,0.4071419835,5.7143654823,143.80718994,65000
16/10-1,1521.9597898,0.7049788237,2.038479805,87.150245667,0.4388204217,6.221950531,142.53056335,65000
16/10-1,1522.1117898,0.7082617879,2.0335083008,84.05607605,0.4622067213,6.6764845848,142.21746826,65000
16/10-1,1522.2637898,0.7130559087,2.02643013,83.26197052,0.4866712689,7.260579586,142.92958069,65000
16/10-1,1522.4157898,0.7178999782,2.0256028175,84.777870178,0.4543114901,7.3212051392,143.552948,65000
16/10-1,1522.5677898,0.7185493112,2.0246126652,88.712532043,0.4597599804,7.4110789299,144.63468933,65000
16/10-1,1522.7197898,0.7210115194,2.0310559273,87.125190735,0.5089328885,7.0695457458,146.52946472,65000
16/10-1,1522.8717898,0.7233769894,2.0301196575,89.698204041,0.5127946138,6.5731315613,147.38841248,65000
16/10-1,1523.0237898,0.7246494889,2.024030447,89.143730164,0.5079308152,6.3727703094,147.71572876,65000
16/10-1,1523.1757898,0.7266989946,2.0089199543,92.285850525,0.4482964575,6.5226159096,147.59104919,65000
16/10-1,1523.3277898,0.7309135199,1.9885554314,94.103759766,0.4712404609,7.288166523,147.02931213,65000
16/10-1,1523.4797898,0.741630733,1.9765892029,96.806404114,0.4800284803,8.1555376053,145.48365784,65000
16/10-1,1523.6317898,0.7556675076,1.9698599577,91.848999023,0.4803532958,8.4017934799,144.6181488,65000
16/10-1,1523.7837898,0.7670523524,1.983346343,83.67766571,0.467256248,7.8664188385,143.98890686,65000
16/10-1,1523.9357898,0.7655953765,1.9981079102,77.014846802,0.4712077081,7.9936494827,143.18537903,65000
16/10-1,1524.0877898,0.7587954402,2.0116584301,77.83114624,0.4891040921,9.1944103241,143.19187927,65000
16/10-1,1524.2397898,0.7515888214,2.0180945396,83.808677673,0.4624686837,9.3070850372,143.43348694,65000
16/10-1,1524.3917898,0.7502794266,2.0195610523,88.681442261,0.4211202562,8.0927734375,142.75059509,65000
16/10-1,1524.5437898,0.7531773448,2.0308504105,93.725791931,0.387332201,6.707259655,143.87194824,65000
16/10-1,1524.6957898,0.7475312352,2.0439486504,96.163124084,0.4164507687,6.3356437683,145.06134033,65000
16/10-1,1524.8477898,0.7292170525,2.0514457226,92.266891479,0.4579387307,6.5665755272,145.49272156,65000
16/10-1,1524.9997898,0.7152613401,2.0440275669,88.509468079,0.4796954393,6.8201956749,146.43006897,65000
16/10-1,1525.1517898,0.7075968981,2.0351400375,85.605194092,0.4820566773,7.2161493301,147.11872864,65000
16/10-1,1525.3037898,0.6967882514,2.0306293964,90.549476624,0.4583411813,6.9032235146,147.6761322,65000
16/10-1,1525.4557898,0.6891070604,2.0232713223,90.674530029,0.4196290672,7.2717728615,148.27902222,65000
16/10-1,1525.6077898,0.6820271015,2.019682169,88.005958557,0.4060843885,7.1192970276,148.40370178,65000
16/10-1,1525.7597898,0.6761658788,2.0182862282,84.082946777,0.4019033909,6.6983065605,148.32977295,65000
16/10-1,1525.9117898,0.6689260006,2.0309123993,80.527679443,0.4477628171,6.0661854744,142.92663574,65000
16/10-1,1526.0637898,0.6676666737,2.0325667858,77.88722229,0.4896003008,6.7310814857,126.19457245,65000
16/10-1,1526.2157898,0.6728477478,2.0332272053,77.153038025,0.5160006285,7.1539120674,125.78090668,65000
16/10-1,1526.3677898,0.6822516322,2.0191924572,81.555107117,0.5075721741,6.8327431679,122.94354248,65000
16/10-1,1526.5197898,0.7037000656,2.0135111809,85.351928711,0.4800743163,5.9641222954,112.42598724,65000
16/10-1,1526.6717898,0.7277082801,2.0040011406,87.063812256,0.4465589821,6.2013063431,98.0887146,65000
16/10-1,1526.8237898,0.7312579155,2.0155904293,83.551193237,0.4333756864,6.1747412682,86.38495636,65000
16/10-1,1526.9757898,0.7203083634,2.0152518749,77.618896484,0.4165380299,5.9488830566,84.227615356,70000
16/10-1,1527.1277898,0.713311851,2.0241577625,74.676132202,0.4402572811,6.2151107788,84.300178528,70000
16/10-1,1527.2797898,0.712264955,2.0234994888,80.750823975,0.4229246676,7.3542537689,98.558288574,70000
16/10-1,1527.4317898,0.7181841731,2.0223050117,84.786842346,0.4115845263,8.4225263596,111.31572723,65000
16/10-1,1527.5837898,0.7268683314,2.0177094936,88.176376343,0.4124209285,7.3750333786,125.45679474,65000
16/10-1,1527.7357898,0.7164676189,2.0145726204,84.595588684,0.4332513809,6.8078522682,124.29820251,65000
16/10-1,1527.8877898,0.6918418407,2.0244426727,85.099510193,0.450646162,6.132335186,124.59510803,65000
16/10-1,1528.0397898,0.6712703109,2.0215902328,85.764656067,0.4315237105,5.8444828987,125.09379578,65000
